_id,numberOfAnime,averageEpisodes,releasePeriodStart,releasePeriodEnd,averageRating
Kekkaishi: Yoshimori no Omoi,1,52,2006,2008,3.81
Chao Wa Zhanshi: Weiwu Jiaoguan,1,,2010,,3.35
The Trapp Family Story,1,,2001,,3.5
Legend of the Forest,1,,2014,,3.48
The Kabocha Wine,1,,1984,,3.5
Binchou-tan Movie,1,12,2006,,3.33
Polyphonica: Crimson S,1,12,2007,,3.35
Yaoshenji,1,40,2018,,4.06
Kabukibu! Special,1,12,2017,,3.22
Train Heroes,1,,2014,,3.38
The Ambition of Oda Nobuna Recap,1,12,2012,,3.84
Dance with Devils Movie: Fortuna,1,12,2015,,3.4
Potecco Babies (2011),1,2,2010,,3.21
The Seven Deadly Sins: Grudge of Edinburgh,1,24,2014,2015,4.17
Aria the Origination Picture Drama,1,13,2008,,4.11
Recovery of an MMO Junkie Special,1,10,2017,,3.97
Feng Ji Yun Nu,1,,2008,,3.5
Cluster Edge,1,,2006,,3.46
Go! Go! Kadendanshi 2nd Season,1,78,2013,,2.99
Jimu Wuqian Nian Zhi Jimu Chunqiu 2nd Season,1,68,2019,,
Ikinuke! Bakusou! Kusohamu-chan!,1,1,2021,,3.28
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyatsumi,1,49,1980,1981,3.38
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,1,49,2006,2007,3.45
Ghost Slayers Ayashi: Ayashi Divine Comedy,1,25,2006,2007,3.34
Mitchiri Neko March,1,13,2018,,3.3
Macross XX,1,36,1982,1983,3.95
Classroom of the Elite,1,,2015,,3.6
Thermae Romae Novae,1,,2012,,3.39
Magical Play,1,1,2001,,2.83
Code Geass Movie: Lelouch of the Re;surrection Picture Drama,1,,2019,,4.16
Mameshiba Theme Song,1,,2008,2013,3.47
Hanasakeru Seishounen,1,,2009,,3.38
Nagareboshi Lens,1,,2012,,3.24
Kengan Ashura 2,1,12,2019,,3.89
Yuuki Yuuna is a Hero: A Sunny Place,1,12,2014,,3.65
Megalo Box Specials,1,13,2018,,4.07
Super Shiro,1,107,1992,,3.65
Gakuen Utopia Manabi Straight!,1,,2007,,3.53
One More Chance,1,,2007,,3.83
Gomen ne,1,1,2006,,
Regalia: The Three Sacred Stars Recaps,1,13,2016,,2.72
Licensed by Royal Special,1,12,2003,,3.18
Sky Wizards Academy,1,1,2016,,3.18
Gintama: Shinyaku Benizakura-hen Special,1,,2010,,4.3
Dual Parallel! Trouble Adventures Special,1,13,1999,,3.62
Onigiri ni Naritai Cogimyun,1,24,2017,2018,3.51
Go! Princess Pretty Cure Movie: Go! Go!! Grand 3-Part Movie!!!,1,50,2015,2016,3.79
Himawari!,1,13,2007,,3.17
Hentatsu,1,12,2020,,2.44
One Piece Movie 1,1,100,1999,,4.32
Flower Witch Mary Bell: The Phoenix Key,1,50,1992,1993,3.27
Mazica Party,1,,2021,,
Neru: Lost One's Weeping,1,,2019,,3.26
Sora no Manimani Specials,1,12,2009,,3.51
Kaijuu Sakaba Kanpai! Special,1,13,2015,,3.24
Shuxue Huang Dao Lixian Ji 3,1,40,2011,,
Against the Gods 2nd Season,1,94,2019,2021,3.86
Dragon Nest: Throne of Elves,1,,2014,,3.83
Shaonian Jinyiwei: Xuzhang,1,13,2017,,3.58
Our Last Crusade or the Rise of a New World 2nd Season,1,12,2020,,3.53
Pokemon: Camp Pikachu,1,,2002,,3.55
Blue Comet SPT Layzner,1,3,1986,,3.41
Fairy Musketeers,1,1,2005,,3.28
Origami Ninja Koyankinte,1,70,2019,2020,
Nono-chan,1,,1999,,3.53
Narihero www Movie,1,12,2014,,3.17
Anima Yell! Ouen Douga,1,12,2018,,3.49
Sleepy Princess in the Demon Castle,1,12,2020,,3.44
Chocomatsu-san Valentine's Day-hen,1,25,2020,2021,3.8
Genji Monogatari Sennenki,1,,1987,,3.08
The Island of Giant Insects,1,,2020,,2.39
Chikasugi Idol Akae-chan,1,,2014,,
Tales of Symphonia the Animation: The United World Episode Specials,1,3,2011,2012,3.79
Argento Soma Special,1,25,2000,2001,3.32
One Piece Movie 4: Dead End Adventure,1,100,1999,,4.32
Election & Chocolate: Love Sister!,1,12,2012,,3.53
Election & Chocolate: Ikenai Hazuki-sensei,1,12,2012,,3.53
Love is in small things 4th Season,1,5,2020,,
Odd Taxi,1,,2022,,
How a Realist Hero Rebuilt the Kingdom: Part II,1,13,2021,,3.88
Namie Amuro: Defend Love,1,,2009,,3.1
Room Camp: Sauna to Gohan to Sanrin Bike,1,12,2020,,3.59
Ado: Yoru no Pierrot (360° ver.),1,,2021,,3.56
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,1,243,1981,1986,3.47
Stand My Heroes OVA,1,12,2019,,2.99
Hametarou,1,,2008,2013,3.47
Digital Devil Story Megami Tensei,1,,1995,,2.98
Astro Boy: Ivan`s Planet,1,50,2003,2004,3.21
DECO*27: Nisoku Hokou,1,,2019,,3.43
JoJo's Bizarre Adventure Re-Edited,1,26,2012,2013,4.11
The Configurators 2,1,26,2010,2011,3.49
UzaMaid! - My Maid Is Still Seriously Way Too Annoying...,1,12,2018,,3.48
Wan Jie Shenzhu,1,48,2020,,3.84
Genius Party Beyond,1,,2007,,3.56
Shin Skyers 5 EX,1,26,1971,1972,3.11
Love Live! Nijigasaki High School Idol Club Season 2,1,13,2020,,3.8
Wan Jie Xian Zong,1,40,2019,,3.97
Fortune Quest OVA,1,26,1997,1998,3.39
Koi Koi Seven,1,,2006,,2.83
TsukiPro the Animation,1,13,2021,,3.52
Hello Kitty,1,4,2015,2016,3.15
Reikenzan: Eichi e no Shikaku,1,12,2016,,3.63
Aoharu x Machinegun: This is a Battlefield for Beasts!,1,12,2015,,3.79
Jintian Kaishi Zuo Mingxing,1,,2022,,
Nozo x Kimi,1,1,2013,,3.08
Nishitesu CM: Island City,1,,2016,,3.21
Suzy's Zoo Daisuki! Witzy,1,,2011,,3.05
Zenonzard The Animation Episode 0,1,9,2020,,2.88
Katana Maidens: Tomoshibi,1,24,2018,,3.27
ERASED Recaps,1,12,2016,,4.35
Battle Angel Alita,1,1,2000,,2.41
Alice or Alice: Siscon Nii-san to Futago no Imouto Recap,1,12,2018,,2.42
A Certain Magical Index 10th Anniversary PV,1,24,2008,2009,3.86
Pretty Cure All Stars: Haru no Carnival♪ - Ima Koko kara,1,,2015,,3.43
Ado: Yoru no Pierrot (TeddyLoid Remix),1,,2021,,3.54
Step Up Love Story (2014),1,4,2002,2004,3.13
Ultra B,1,,1988,,3.63
PiNMeN rework,1,12,2002,,2.92
Hiyokoi (2012),1,,2010,,3.74
Chrome Shelled Regios,1,,2009,,3.41
RADWIMPS: Sparkle,1,,2016,,4.51
Mr. Osomatsu The Movie: Prologue,1,,2019,,4.09
Frame Arms Girl: Kyakkyau Fufu na Wonderland,1,12,2017,,2.95
Ninpuu Kamui Gaiden,1,,1971,,3.5
Neko Ramen: Ore no Shouyu Aji,1,13,2006,2007,3.14
Soul Hunter,1,23,2018,,2.5
Inamura no Hi,1,1,1990,,
Memory of Chang'an 2nd Season,1,12,2020,2021,3.74
Pokemon: Diamond & Pearl Special,1,191,2006,2010,3.43
Zettai Muteki Raijin Oh (1992),1,51,1991,1992,3.41
Please Save My Earth,1,,2001,,3.42
Kandagawa Jet Girls OVA,1,12,2019,2020,2.75
Norman the Snowman: On a Night of Shooting Stars,1,,2013,,3.51
Shi Xiong,1,39,2015,2016,3.59
Ninjala TV,1,,2020,,3.44
Hyperdimension Neptunia Hi Light,1,12,2013,,3.42
Otona Joshi no Anime Time: Kawamo o Suberu Kaze,1,,2013,,3.66
Shadowverse: Special Shadowverse Episode,1,48,2020,2021,2.81
Boku wa Ou-sama,1,4,1996,,
Leviathan: The Last Defense,1,,2013,,3.09
Patema Inverted,1,4,2012,,3.72
Keep Your Hands Off Eizouken!,1,12,2020,,3.04
Working Buddies!,1,12,2018,,3.21
HoneyWorks & LIPxLIP: Yappa Saikyou!,1,,2020,,3.6
Bubuki Buranki,1,12,2016,,3.38
Gravion,1,12,2004,,3.25
Beet the Vandel Buster Excellion,1,52,2004,2005,3.4
Gargoyle of the Yoshinagas Special,1,13,2006,,3.24
Gohoubi da.,1,2,2016,2017,3.19
MD Geist II: Death Force,1,1,1986,,2.6
Girls und Panzer: Saishuushou 2 - Taiyaki War!,1,,2019,,4.04
Active Raid,1,12,2016,,3.05
Getsumen To Heiki Mina,1,,2007,,3.18
Girls und Panzer: Akiyama Yukari no Sensha Kouza,1,1,2014,,3.9
Get Up! Get Live!,1,1,2020,,2.33
Attack on Titan Picture Drama,1,25,2013,,4.37
Otokogi,1,2,1998,,
Hua Jianghu Zhi Buliang Ren V,1,13,2021,,
Jewelpet Attack Chance!?,1,52,2009,2010,3.28
Scissor Seven Movie,1,10,2018,,4.06
Breakers,1,,2017,,3.72
Puella Magi Madoka Magica: Magica Quartet x Nisioisin,1,,2013,,4.19
Days of Urashimasakatasen: RAINBOW,1,12,2019,,3.06
Mr. Pen Pen,1,,1986,,3.37
the Stray Dog,1,178,1979,2005,3.45
Thus Spoke Kishibe Rohan,1,39,2016,,4.37
Oraa Guzura Dado (1987),1,52,1967,1968,3.39
Nana Seven of Seven,1,,2002,,3.28
Ikinuke! Bakusou! Kusohamu-chan! Episode 0,1,68,2021,,
Mix Master: King of Cards,1,39,2010,2011,3.63
Zegapain,1,,2016,,3.47
Blade & Soul,1,,2014,,2.74
You Watanabe: Totsuzen GIRL,1,13,2016,,3.75
Black Bullet,1,,2014,,2.9
Star Driver,1,,2013,,3.36
Tactical Roar Special,1,13,2006,,3.15
Dou Po Cangqiong 2nd Season Specials,1,12,2018,,4.1
Death Parade,1,,2013,,4.03
Vatican Miracle Examiner OVA,1,12,2017,,3.01
The Glass Mask Year 3 Class D Movie,1,13,2016,,2.37
A Certain Scientific Railgun S Specials,1,24,2013,,4.12
Gatchaman OVA,1,105,1972,1974,3.28
The Boy and the Beast,1,,2015,,2.94
Sonic Soldier Borgman: Madnight Gigs!,1,35,1988,,3.26
Shounen Sunday CM: Major 2nd,1,25,2018,,3.89
Kidou Shinsengumi Moeyo Ken TV,1,4,2003,2004,2.96
Kyuutai Panic Adventure Returns!,1,,2003,2004,2.71
Harumaki Gohan: Himitsu (vocal ver.),1,,2020,,3.27
Cautious Hero: The Hero Is Overpowered but Overly Cautious,1,,2019,,3.46
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,1,,2020,,3.1
Mazinger Z/Infinity,1,92,1972,1974,3.5
Spriggan,1,,2022,,
Stand My Heroes: Piece of Truth,1,,,,
Voltes V: The Liberation,1,40,1977,1978,3.49
Shounen Sunday CM: History's Strongest Disciple Kenichi,1,50,2006,2007,4.2
Qi Qi Ping Ping,1,26,2020,,
Chuanyue Shihun De Lilian Special: Xin de Yi Nian Dou Hui Xin Xiang Shi Cheng Da,1,6,2018,,
Otona Joshi no Anime Time 2,1,,2011,,3.7
"""Dai te Yaru"" to Sasowareru? Hello Kitty x Toyama Shiritsu Tantei Perorich Collaboration",1,4,2015,2016,3.15
Pianoman,1,1,2018,,3.03
Yuuna and the Haunted Hot Springs OVA,1,12,2018,,3.63
One Piece: Dream Soccer King!,1,100,1999,,4.32
Rib: Akaito,1,,2015,,3.45
One Piece Special 4: The Detective Memoirs of Chief Straw Hat Luffy,1,100,1999,,4.32
Jingjing Lai Ledao 2nd Season,1,4,2019,,
Megalo Box 2: Nomad,1,13,2018,,4.07
D4DJ First Mix,1,,2021,,3.45
BanG Dream! Girls Band Party! Pico: Fever,1,26,2020,,3.82
Huckleberry no Bouken Movie,1,26,1976,,3.29
Zhandou Wang Zhi Jufeng Zhan Hun 5: Heti Fanwai Pian,1,26,2018,,
Bi Sheng Ke x Fei Ren Zai: Fei Ren Zai Zhi Shenxian Ye Ai Chi,1,48,2018,2019,3.78
Byulbyul Iyagi 2,1,,2005,,
Alice in Deadly School The Animation,1,12,2021,,2.73
Tanuki to Kitsune to Tarushiba: POP UP SHOP in Tokyo Ichiban Plaza,1,18,2018,,3.72
Persona 3 the Movie Meets “Walkman”,1,,2013,,3.9
Shaonian Bai Ma Zui Chunfeng,1,26,2018,2019,3.9
Sentai Hero Sukiyaki Force,1,24,2018,,3.63
Ninja Tamamaru no Hi no Youjin,1,26,2008,,3.38
Shiki,1,,2011,,3.95
Mirai,1,,2018,,2.89
Little Polar Bear: Shirokuma-kun Gets on a Ship,1,,1990,,3.67
Gu-Gu Ganmo,1,,1985,,3.49
Mahou Shoujo Nante Mouiidesukara. Second Season,1,12,2016,,2.79
Magia Record: Puella Magi Madoka Magica Side Story Recaps,1,13,2020,,3.36
Loups=Garous Picture Drama,1,,2010,,3.14
Pandora Hearts,1,,2009,2010,3.65
Opti-Morphs,1,26,2017,,
Bleach: Jump Festa 2008 Special,1,366,2004,2012,4
Robotech: The Shadow Chronicles,1,24,1985,,3.51
Akuma-kun (New),1,42,1989,1990,3.17
Mr. Shape and Number Man,1,,2009,,3.32
Blood-C: Special Edition,1,12,2011,,3.25
The Hidden Dungeon Only I Can Enter,1,14,2021,,2.91
The Faraway Paladin 2nd Season,1,12,2021,2022,3.84
Monkey Turn V,1,25,2004,,3.02
Setsugetsuka,1,13,2011,,3.72
L.O.R.D: Legend of Ravaging Dynasties,1,1,2020,,3.88
Unbreakable Machine-Doll Specials,1,12,2013,,3.68
Yamato Takeru: After War,1,37,1994,,3.42
Metalions,1,52,,,
DAOKO x Kenshi Yonezu: Uchiage Hanabi,1,,2017,,3.12
Kimetsu Gakuen: Valentine-hen,1,26,2019,,4.51
Doki Doki School Hours,1,,2004,2005,3.58
Read or Die,1,26,2003,2004,3.77
Mysterious Girlfriend X,1,1,2012,,3.69
Pop Team Epic Kinen,1,12,2018,,3.45
Komi Can't Communicate,1,,2022,,
Kyousougiga (2012),1,1,2011,,3.35
Atashinchi 3D Movie: Jounetsu no Chou Chounouryoku Haha Daibousou,1,330,2002,2009,3.57
Coffee Tadaiku,1,,1977,,2.83
Jeonja Ingan 337,1,,1977,,3.4
Eve: We're Still Underground,1,,2019,,3.34
Kakutou Bijin Wulong Rebirth,1,25,2005,2006,3.1
Tian Yu,1,13,2018,,3.59
Meitounao He Bugaoxing,1,26,2005,,
Yi Shijie Zhongyao Pu: Part II,1,40,2020,,3.46
Uchuusen Sagittarius Pilot,1,77,1986,1987,3.26
Shounen Maid: Women Should Be Brave,1,12,2016,,3.88
Francois CM: Cassis to Arles no Monogatari - Atarashii Monogatari,1,1,2020,,3.34
Kashimashi: Girl Meets Girl,1,1,2006,,3.36
Boys Over Flowers,1,,1997,,3.17
Rudolf the Black Cat,1,,2016,,3.1
Bludgeoning Angel Dokuro-chan,1,2,2007,,3.49
Jishin da!! Mii-chan no Bousai Kunren,1,1,2005,,
Macross 7 Plus,1,49,1994,1995,3.46
Dr. Slump Movie 1: Hello! Wonderland,1,243,1981,1986,3.47
Zou no Senaka: Tabi-Datsu Hi,1,1,2009,,
Niru Kajitsu: WOZWALD,1,,2019,,
I'm Standing on a Million Lives 2nd Season,1,12,2020,,3.48
Geobreeders,1,4,2000,2001,3.21
Mon Colle Knights Movie: Densetsu no Fire Dragon,1,51,2000,,3.1
Sister Princess Re Pure,1,26,2001,,3.18
High School! Kimengumi,1,,1986,,3.3
Kizumonogatari PV,1,,2016,,4.17
Nishitesu CMs,1,1,2020,,2.99
Alice in Cyberland: Dive 1,1,,1996,,
Masayoshi Yamazaki: One More Time,1,,2007,,3.83
Minky Momo: Yume wo Dakishimete,1,63,1982,1983,3.25
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,1,,2016,,3.67
Shamanic Princess,1,,1998,,3.02
Buzzer Beater,1,13,2007,,3.41
SOS TV Walpurgis Night Fever,1,1,2010,,2.67
The Devil is a Part-Timer!,1,,2022,,
number24,1,,2020,,3.28
Seikimatsu Occult Gakuin Specials,1,13,2010,,3.53
First Love Monster,1,1,2017,,3.31
YU-NO: A Girl Who Chants Love at the Bound of This World Special,1,26,2019,,3.25
The Prince of Tennis: Another Story II - Ano Toki no Bokura Specials,1,4,2011,,3.91
Virtua Fighter: Costomize Clip,1,35,1995,1996,3.35
Hakubunchou no Shiro,1,1,2017,,3.46
Lord Marksman and Vanadis,1,14,2014,2015,3.21
Muv-Luv Alternative 2nd Season,1,12,2021,,3.14
Love and Lies OVA,1,12,2017,,3.38
Arabian Nights: Sinbad no Boken,1,52,1975,1976,3.29
Africa Salaryman,1,12,2019,,3.02
Mickey to Oliver no Agent Yousei Kouza,1,13,2021,,2.3
After School Midnighters: Short Movies Season 2,1,,2012,,3.03
Mangirl! Asobu Henshuu Girl,1,13,2013,,2.81
Is It Wrong to Try to Pick Up Girls in a Dungeon? OVA,1,13,2015,,4.1
Muhyo & Roji's Bureau of Supernatural Investigation 2nd Season,1,12,2018,,3.37
Teacher!?,1,,2019,,3.57
Sword of the Stranger,1,,2009,,3.12
Earl and Fairy,1,,2008,2009,3.28
Azur Lane: Slow Ahead! Hokorashiki Bokou ni Shukusai wo,1,12,2021,,3.49
The King of Fighters: Destiny,1,,2022,,
Hapi Fu Zi,1,52,2008,,
Sword of the Stranger Pilot,1,,2007,,4.21
Mole Zhuang Yuan: Shiqian Ji,1,52,2011,,
Metal Fighter Miku,1,,1995,,
Inazuma Eleven: Reloaded - Soccer no Henkaku,1,127,2008,2011,3.8
Nijuuseiki Denki Mokuroku,1,1,2021,,3.37
B't X,1,14,1997,1998,3.53
Seitokaichou ni Chuukoku,1,6,2021,,2.91
ESPer Mami: My Angel Mami-chan,1,119,1987,1989,3.36
Gun-dou Musashi,1,,2006,,3.45
Meine Liebe,1,13,2006,,3.28
Getchu,1,,2002,,
Princess Principal: Crown Handler - Chapter 2: Revealing Reviews,1,,2021,,3.53
Dream Festival!,1,12,2017,,3.67
Master of Martial Hearts,1,,2008,2009,3.21
BELLE,1,,2021,,3.87
Chainsaw Man PV,1,,2022,,
Spirit Warrior 2,1,3,1988,1991,3.15
Wolf Children x House Shokuhin Stew,1,,2012,,4.39
Quanzhi Fashi VI,1,12,2021,,3.94
Nae Ireumeun Dokgotak,1,,1985,,3.43
mothy: Nemesis no Juukou,1,,2015,,3.43
My Hero Academia: Training of the Dead,1,25,2017,,4.39
Wanna be the Strongest in the World,1,,2013,2014,2.58
Donyatsu Specials,1,12,2013,2014,2.92
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,1,12,2012,,3.33
Denkou Chou Tokkyuu Hikarian,1,156,1997,2000,3.22
Wushang Shen Di 2nd Season,1,64,2020,,4
Raven Tengu Kabuto: The Golden-Eyed Beast,1,39,1990,1991,3.25
Bunny Drop,1,,2011,2012,4.08
Zeonic Toyota Special Movie,1,43,1979,1980,3.81
30-sai no Hoken Taiiku,1,,2011,,3.2
Moso Calibration: Gekiyaba Bokkan!!,1,24,2016,2017,2.68
Star Wars: Saigo no Jedai - Tokubetsu Eizou,1,1,2017,,3.06
Detective Conan: The Burning Galactic Railway,1,103,1996,,4
Uma Musume: Pretty Derby Season 2,1,13,2018,,3.64
Yuuyake Dandan: Manner Movies,1,,2015,,3.49
Hajiketeru?,1,,2014,,2.71
Doki Doki School Hours Specials,1,13,2004,,3.25
Magical Angel Creamy Mami: Lovely Serenade,1,52,1983,1984,3.36
Kakushigoto Movie: Himegoto wa Nandesuka,1,12,2020,,4.01
Chibinacs 3,1,25,2007,,
Noramimi 2,1,12,2008,,3.44
_summer Specials,1,2,2006,2007,2.94
Shounen Sunday CM: Zatch Bell!,1,150,2003,2006,3.44
Mothy: Last Revolver,1,,2015,,3.43
Huckleberry Finn Monogatari,1,26,1976,,3.29
EGOIST: PLANETES,1,1,2012,,3.48
Pacific Rim: The Black 2nd Season,1,7,2021,,3.67
Nami Xueyuan,1,10,2014,2015,3.3
Sarangeun Oneuldo Malgeum,1,1,2017,,3.36
Gaki Deka,1,3,1989,,3.43
Kick & Slide: Kids B Happy no Ambassador wo Sagase!!,1,12,2021,,3.36
MM!,1,,2010,2011,3.27
OTMGirls kara Retsuko ni Present ga Aru no!,1,13,2020,,
Neko Jockey,1,4,2021,,2.96
Tsuyoshi Shikkari Shinasai,1,,1993,,3.58
Your lie in April: Moments,1,22,2014,2015,4.33
Code Geass: Lelouch of the Rebellion Picture Drama - Kiseki no Anniversary,1,25,2006,2007,4.38
Miniforce,1,,2016,,
Jinki:Extend - And Then...,1,12,2005,,2.97
Death Billiards,1,12,2015,,4.17
Orguss 02,1,35,1983,1984,3.32
Sonic X,1,,2001,2003,3.24
Girls Bravo: Second Season,1,11,2004,,3.37
ORESUKI: Are you the only one who loves me? Ore-tachi no Game Set,1,12,2019,,3.81
Shounen Sunday CM: Firefighter! Daigo of Fire Company M,1,,1999,,3.16
Warlords of Sigrdrifa: Battle Records of the 909th Valkyrie Wing!,1,12,2020,,3.19
Popee the Performer: Countdown Special,1,39,2000,2001,2.85
Fate/Grand Order x Thunderbolt Fantasy 3,1,13,2021,,4.02
Aruite Mikka!,1,245,2000,2001,
ēlDLIVE,1,,2016,,3.41
Yuuki Yuuna is a Hero: Baton of Courage,1,12,2014,,3.65
Kano: nameless,1,13,2016,,4.01
Buddy Go! 2,1,,2016,,3.27
Otona no Ikkyuu-san,1,13,2017,,3.36
Chargeman Ken!,1,,1970,,3.08
First Love Monster OVA,1,12,2016,,2.71
Jungle Master Movie 2: Candy Planet,1,,2013,,3.38
Saru Getchu,1,,2002,,
Arashi no Yoru ni,1,26,2012,,3.23
One Piece: Episode of Skypiea,1,100,1999,,4.32
Forest Fairy Five: Fairy Tale,1,13,2017,,1.61
Pucca: Love Recipe,1,46,2000,2005,3.68
Gintama: Jump Festa 2015,1,51,2015,2016,4.43
Muka Muka Paradise,1,1,1993,,
Nine: Original,1,,1983,,3.5
Mata?,1,24,2017,,3.27
A Place Further Than the Universe,1,13,2017,2018,3.45
Aka-chan Honbuchou 2nd Season,1,,2021,,
Atashinchi Movie,1,330,2002,2009,3.57
Haikyuu!! Quest Picture Drama,1,25,2014,,4.43
New My Tear CL Series,1,,2017,,3.12
Kiwokuza: Machibouke,1,,2017,,2.71
Hiyoko no Basket Movie: Last Game 0401,1,,2017,,4.26
Kakegurui XX,1,12,2017,,3.85
Magical Pokan,1,,2006,,3.43
YooHoo & Friends 2,1,52,2009,2010,3.35
Bludgeoning Angel Dokuro-chan 2,1,4,2005,,3.4
Pocari Sweat CM: Ase Kakou,1,1,2020,,3.32
Daikuu Maryuu Gaiking,1,39,2005,2006,3.42
Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,1,,2021,,3.87
Gakkou no Yuurei,1,1,1999,,3.52
Miru Tights,1,,2019,,3.01
Fushigiboshi no Futagohime,1,52,2006,2007,3.6
Superflat Monogram,1,,2009,,2.99
Yorushika: Hana ni Bourei,1,1,2020,,3.89
Pokemon Movie 22: Mewtwo Strikes Back Evolution,1,,1998,,3.72
Mononoke,1,11,2006,,3.63
Meoteoldosa,1,,1990,,3.44
Kainar Asy-Tac Fronteer,1,4,2015,,
Cyberteam in Akihabara,1,,1999,,3.38
Fruits Basket: Prelude,1,25,2019,,4.34
Phoenix: Dougo Onsen-hen,1,13,2004,,3.42
Grand Blues!,1,13,2017,,3.41
Ohayo! Spank,1,,1982,,3.5
Shiki Specials,1,22,2010,,3.92
Zo Zo Zombie,1,2,2017,,2.8
Guan Hai Ce Zhi Tie Qi Xiong Guan,1,16,2018,,3.52
Mole Zhuang Yuan: Zhou Bo Ju,1,52,2011,,
Ringo no Mori no Koneko-tachi,1,130,1983,1984,3.08
Bob Epic Team Collection,1,12,2018,,3.45
Love Live! School Idol Project Digest,1,13,2013,,3.8
The Big O II,1,13,1999,2000,3.51
Meine Liebe Wieder,1,13,2004,2005,3.08
Boku no Lyric no Bouyomi: Asayake to Nettaigyo,1,12,2018,,3.58
Gosenzo-sama Banbanzai!,1,,1990,,3.57
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,1,50,1979,1980,3.4
Flame of Recca,1,1,2004,,3.54
Pokemon Movie 19: Volcanion and the Mechanical Marvel,1,47,2015,2016,3.97
Orange,1,,2016,,3.95
Love Live! Superstar!! Season 2,1,12,2021,,3.88
Attacker You!,1,52,2008,,3.38
Pokemon: Pikachu's Summer Vacation,1,,1998,,3.72
GUNbare! Game Tengoku 2,1,1,1997,,3.39
JoJo's Bizarre Adventure: Golden Wind Recaps,1,39,2018,2019,4.43
Jang Geum Ieui Kkum,1,26,2007,,3.7
Onihei,1,1,2017,,3.44
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,1,,2016,,3.19
Araiguma Rascal Specials,1,52,1977,,3.33
Live,1,25,1983,1984,3.63
Maria Holic,1,12,2011,,3.38
Devils' Line: Anytime Anywhere,1,12,2018,,3.69
Amrita no Kyouen,1,,2018,,2.88
Infinite Dendrogram,1,20,2019,2020,3.12
Dr. Slump: Arale-chan Special,1,243,1981,1986,3.47
Lolling Seutajeu Movie,1,26,2009,,3.39
Gaist Crusher,1,,2014,,3.37
Yattokame Tanteidan: New Year's Special,1,13,2007,,3.57
Girls und Panzer: Introductions!,1,12,2012,2013,3.79
Pokemon XY: Pikachu the Movie,1,93,2013,2015,3.76
Gravitation,1,2,1999,,3.48
Cromartie High School,1,6,2002,,3.31
Muteki-kyuu*Believer / Mirai Harmony,1,13,2020,,3.8
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne,1,24,2009,2010,3.97
Hyakko,1,1,2009,,3.37
One Piece: Defeat the Pirate Ganzak!,1,100,1999,,4.32
Master of Martial Hearts Picture Drama,1,5,2008,2009,2.47
Blue Seed 1.5,1,26,1994,1995,3.39
Hana no Kakarichou,1,,1981,,
MVP E.M.U Music Video,1,2,1999,,2.63
Himitsukessha Taka no Tsume Movie 5: Utsukushiki Elleair Shoushuu Plus,1,11,2006,,2.86
A Silent Voice,1,,2017,,3.56
Natsumi Abe: Pi-hyara Kouta,1,,2003,,3.26
Sanguo Yanyi,1,,2019,,
My Dear Cramer Movie: First Touch,1,13,2021,,3.14
Hanasaku Iroha: Home Sweet Home,1,26,2011,,
Smile Down the Runway: Chiyuki's Fashion Check,1,12,2020,,3.84
Daifuku-kun @ Kin Tele,1,26,2019,,
Mazinkaiser: Shitou! Ankoku Dai Shogun,1,7,2001,2002,3.66
A Bridge to the Starry Skies OVA,1,12,2011,,3.47
Shirobako Movie,1,24,2014,2015,4.05
Hentatsu (2020),1,9,2018,2019,2.71
Katato The Animation,1,12,2019,,3.07
Master Keaton OVA,1,24,1998,1999,3.8
Tokyo Majin,1,12,2007,,3.74
Interviews with Monster Girls,1,,2017,,3.94
The Ones Within: Knots of Memories,1,12,2019,,3.59
Ghost Messenger,1,,2014,,3.31
Cat Soup,1,27,1999,,3.04
YOASOBI: Kaibutsu,1,12,2021,,4.06
Kamisama Dolls,1,,2011,2012,2.88
Gakuen Basara: Samurai High School,1,12,2009,,3.69
Toriko: Barbarian Ivy wo Hokaku Seyo!,1,,2009,,3.69
Hanamaru Koutsuu Anzen,1,,1999,2001,
Kagewani: Shou,1,13,2015,,2.9
La La La De Ma Xi Ya,1,10,2012,,
Aikatsu on Parade!,1,6,2020,,3.54
Isuca: Gokuraku,1,10,2015,,2.98
Kainar Asy-Tac Fronteer OVA,1,26,2013,,3.42
Gaiking: Legend of Daiku-Maryu,1,44,1976,1977,3.36
Ishida and Asakura Special,1,12,2013,,2.6
The Dragon Dentist (2017),1,1,2014,,3.45
JRA x Gudetama,1,100,2014,,3.69
Kujira (1927),1,,1952,,3.05
Haitoku Pistols: Wishing,1,1,2017,,3.36
Monkey Turn,1,25,2004,,3.47
Photodiary,1,,1987,,
Noramimi,1,12,2008,,3.41
Gon,1,26,2015,,3.13
